-2130.35	3953.00
-2455.23	3563.26
-2863.42	3451.91
-2989.44	3340.56
-3402.81	2895.15
-3662.28	2227.04
-3600.67	2004.34
-3194.59	1892.98
-2701.11	1558.93
-2178.37	1336.22
-1858.20	1224.87
-1080.44	1558.93
-435.67	1336.22
-327.92	1224.87
219.96	1002.17
438.64	1113.52
442.97	668.11
556.42	222.70
444.80	-334.06
419.98	-779.46
548.30	-1113.52
1080.44	-1558.93
1284.46	-1781.63
1482.63	-2004.34
2140.77	-1781.63
2526.42	-1681.42
3025.24	-1558.93
3289.81	-1113.52
3519.39	-1002.17
3968.05	-612.44
3887.83	-445.41
3860.30	-556.76
4008.67	0.00
4117.51	222.70
4132.20	445.41
4113.01	890.82
4109.91	1224.87
3728.45	1113.52
3443.45	1659.14
3158.56	2115.69
3348.37	2227.04
3407.04	2449.74
3229.41	2783.80
2989.44	3340.56
3021.82	3563.26
2861.76	3785.97
3153.00	4008.67
3333.17	4008.67
3361.96	3674.62
3519.83	3340.56
3720.58	3006.50
4003.30	2895.15
4049.59	3062.18
3941.97	3451.91
3877.23	3785.97
3597.61	4231.38
3497.32	4454.08
3529.61	4565.43
3710.58	4454.08
3975.37	4175.70
4108.02	3785.97
4273.06	3618.94
4438.30	3451.91
4339.51	3340.56
4247.13	3062.18
4178.51	3117.86
4137.69	2783.80
4069.00	2672.45
4202.50	2561.10
4100.00	2561.10
3982.54	2616.77
3865.55	2672.45
3778.31	2616.77
3690.00	2561.10
3820.02	2449.74
4185.47	2227.04
4421.99	2115.69
4709.69	1781.63
4882.41	1447.58
4837.71	1391.90
4777.73	1425.31
4566.90	1692.55
4211.42	2115.69
4067.46	1781.63
4287.91	1748.23
4520.13	1336.22
4817.45	1169.20
4955.80	946.49
4851.81	890.82
4761.91	668.11
4865.34	445.41
4781.57	334.06
4669.49	356.33
4564.74	111.35
4454.08	0.00
4342.73	0.00
4175.06	-111.35
4117.51	-222.70
3998.91	-445.41
3986.71	-668.11
4089.31	-779.46
4069.30	-1002.17
